0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:10:35:12 -0400] "GET /tutorial HTTP/1.1" 302 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:35:26 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/colps-l.png HTTP/1.1" 200 214
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:37:43 -0400] "GET /tutorial/ HTTP/1.1" 200 890
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:37:43 -0400] "GET /tutorial/zkau;jsessionid=7373F9CA8FCF4196CB2A5371DF9498D0?dtid=z_4e2&cmd_0=rmDesktop&opt_0=i HTTP/1.1" 200 9
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:37:43 -0400] "GET /tutorial/zkau/web/439b83ff/js/zul.lang.wpd HTTP/1.1" 200 1393
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:37:43 -0400] "GET /tutorial/zkau/web/439b83ff/js/zk.wpd HTTP/1.1" 200 109591
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:37:44 -0400] "GET /tutorial/zkau/web/439b83ff/zul/css/zk.wcs HTTP/1.1" 200 20956
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:37:44 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/misc/progress.gif HTTP/1.1" 200 1849
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:37:44 -0400] "GET /tutorial/zkau/web/_zv2013032614/js/zul.layout.wpd HTTP/1.1" 200 7525
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:37:44 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/colps-t.png HTTP/1.1" 200 217
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:37:44 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/splt-h.png HTTP/1.1" 200 153
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:37:44 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/splt-v.png HTTP/1.1" 200 162
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:37:44 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/colps-b.png HTTP/1.1" 200 225
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:37:44 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/colps-l.png HTTP/1.1" 200 214
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:44:49 -0400] "GET /tutorial/ HTTP/1.1" 500 3294
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:44:49 -0400] "GET /tutorial/zkau?dtid=z_7v6&cmd_0=rmDesktop&opt_0=i HTTP/1.1" 200 17
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:45:27 -0400] "GET /tutorial/ HTTP/1.1" 200 962
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:45:27 -0400] "GET /tutorial/zkau/web/439b83ff/js/zul.lang.wpd HTTP/1.1" 200 1393
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:45:27 -0400] "GET /tutorial/zkau/web/439b83ff/js/zk.wpd HTTP/1.1" 200 109591
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:45:27 -0400] "GET /tutorial/zkau/web/439b83ff/zul/css/zk.wcs HTTP/1.1" 200 20956
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:45:27 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/misc/progress.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:45:27 -0400] "GET /tutorial/zkau/web/_zv2013032614/js/zul.layout.wpd HTTP/1.1" 200 7525
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:45:27 -0400] "GET /tutorial/zkau/web/_zv2013032614/js/zul.wnd.wpd HTTP/1.1" 200 11576
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:45:27 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/colps-t.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:45:27 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/splt-v.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:45:27 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/splt-h.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:45:27 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/colps-l.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:45:27 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/colps-b.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:45:55 -0400] "GET /tutorial/ HTTP/1.1" 500 3865
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:45:55 -0400] "GET /tutorial/zkau?dtid=z_9v6&cmd_0=rmDesktop&opt_0=i HTTP/1.1" 200 17
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:46:24 -0400] "GET /tutorial/ HTTP/1.1" 200 882
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:46:24 -0400] "GET /tutorial/zkau/web/439b83ff/js/zul.lang.wpd HTTP/1.1" 200 1393
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:46:24 -0400] "GET /tutorial/zkau/web/439b83ff/js/zk.wpd HTTP/1.1" 200 109591
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:46:24 -0400] "GET /tutorial/zkau/web/439b83ff/zul/css/zk.wcs HTTP/1.1" 200 20956
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:46:24 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/misc/progress.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:46:24 -0400] "GET /tutorial/zkau/web/_zv2013032614/js/zul.layout.wpd HTTP/1.1" 200 7525
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:46:24 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/splt-v.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:46:24 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/splt-h.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:46:24 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/colps-t.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:46:24 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/colps-b.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:46:24 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/colps-l.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:47:05 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/layout/borderlayout-btn.png HTTP/1.1" 200 1575
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:47:19 -0400] "GET /tutorial/zkau/web/439b83ff/img/spacer.gif HTTP/1.1" 200 43
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:48:04 -0400] "GET /tutorial/ HTTP/1.1" 200 888
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:48:04 -0400] "GET /tutorial/zkau?dtid=z_bv6&cmd_0=rmDesktop&opt_0=i HTTP/1.1" 200 17
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:48:04 -0400] "GET /tutorial/zkau/web/439b83ff/js/zul.lang.wpd HTTP/1.1" 200 1393
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:48:04 -0400] "GET /tutorial/zkau/web/439b83ff/js/zk.wpd HTTP/1.1" 200 109591
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:48:04 -0400] "GET /tutorial/zkau/web/439b83ff/zul/css/zk.wcs HTTP/1.1" 200 20956
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:48:04 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/misc/progress.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:48:04 -0400] "GET /tutorial/zkau/web/_zv2013032614/js/zul.layout.wpd HTTP/1.1" 200 7525
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:48:04 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/colps-t.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:48:04 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/splt-v.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:48:04 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/splt-h.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:48:04 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/colps-l.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:48:04 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/colps-b.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:48:26 -0400] "GET /tutorial/ HTTP/1.1" 200 883
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:48:26 -0400] "GET /tutorial/zkau?dtid=z_cv6&cmd_0=rmDesktop&opt_0=i HTTP/1.1" 200 17
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:48:26 -0400] "GET /tutorial/zkau/web/439b83ff/js/zul.lang.wpd HTTP/1.1" 200 1393
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:48:26 -0400] "GET /tutorial/zkau/web/439b83ff/js/zk.wpd HTTP/1.1" 200 109591
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:48:26 -0400] "GET /tutorial/zkau/web/439b83ff/zul/css/zk.wcs HTTP/1.1" 200 20956
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:48:26 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/misc/progress.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:48:26 -0400] "GET /tutorial/zkau/web/_zv2013032614/js/zul.layout.wpd HTTP/1.1" 200 7525
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:48:26 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/splt-v.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:48:26 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/splt-h.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:48:26 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/colps-t.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:48:26 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/colps-l.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:48:26 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/colps-b.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:49:11 -0400] "GET /tutorial/ HTTP/1.1" 500 3118
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:49:11 -0400] "GET /tutorial/zkau?dtid=z_dv6&cmd_0=rmDesktop&opt_0=i HTTP/1.1" 200 17
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:49:37 -0400] "GET /tutorial/ HTTP/1.1" 500 3289
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:51:25 -0400] "GET /tutorial/ HTTP/1.1" 200 995
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:51:25 -0400] "GET /tutorial/zkau/web/439b83ff/js/zul.lang.wpd HTTP/1.1" 200 1393
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:51:25 -0400] "GET /tutorial/zkau/web/439b83ff/js/zk.wpd HTTP/1.1" 200 109591
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:51:25 -0400] "GET /tutorial/zkau/web/439b83ff/zul/css/zk.wcs HTTP/1.1" 200 20956
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:51:25 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/misc/progress.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:51:25 -0400] "GET /tutorial/zkau/web/_zv2013032614/js/zul.layout.wpd HTTP/1.1" 200 7525
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:51:25 -0400] "GET /tutorial/zkau/web/_zv2013032614/js/zul.wnd.wpd HTTP/1.1" 200 11576
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:51:25 -0400] "GET /tutorial/zkau/web/_zv2013032614/js/zul.box.wpd HTTP/1.1" 200 8064
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:51:25 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/colps-t.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:51:25 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/splt-h.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:51:25 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/splt-v.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:51:25 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/colps-l.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:51:25 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/colps-b.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:04 -0400] "GET /tutorial/ HTTP/1.1" 200 791
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:04 -0400] "GET /tutorial/zkau?dtid=z_gv6&cmd_0=rmDesktop&opt_0=i HTTP/1.1" 200 17
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:04 -0400] "GET /tutorial/zkau/web/439b83ff/js/zul.lang.wpd HTTP/1.1" 200 1393
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:04 -0400] "GET /tutorial/zkau/web/439b83ff/js/zk.wpd HTTP/1.1" 200 109591
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:04 -0400] "GET /tutorial/zkau/web/439b83ff/zul/css/zk.wcs HTTP/1.1" 200 20956
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:04 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/misc/progress.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:04 -0400] "GET /tutorial/zkau/web/_zv2013032614/js/zul.box.wpd HTTP/1.1" 200 8064
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:04 -0400] "GET /tutorial/zkau/web/_zv2013032614/js/zul.wnd.wpd HTTP/1.1" 200 11576
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:04 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/wnd/wnd-hr.png HTTP/1.1" 200 270
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:04 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/wnd/wnd-corner.png HTTP/1.1" 200 240
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:04 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/wnd/wnd-clr.png HTTP/1.1" 200 137
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:04 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/wnd/wnd-hl.png HTTP/1.1" 200 167
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:04 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/wnd/wnd-hm.png HTTP/1.1" 200 124
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:09 -0400] "GET /tutorial/ch3/index.zul HTTP/1.1" 200 998
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:09 -0400] "GET /tutorial/zkau?dtid=z_hv6&cmd_0=rmDesktop&opt_0=i HTTP/1.1" 200 17
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:09 -0400] "GET /tutorial/zkau/web/439b83ff/js/zul.lang.wpd HTTP/1.1" 200 1393
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:43 -0400] "GET /tutorial/ch3/index.zul HTTP/1.1" 200 998
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:43 -0400] "GET /tutorial/zkau?dtid=z_iv6&cmd_0=rmDesktop&opt_0=i HTTP/1.1" 200 17
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:43 -0400] "GET /tutorial/zkau/web/439b83ff/js/zul.lang.wpd HTTP/1.1" 200 1393
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:43 -0400] "GET /tutorial/zkau/web/439b83ff/js/zk.wpd HTTP/1.1" 200 109591
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:43 -0400] "GET /tutorial/zkau/web/439b83ff/zul/css/zk.wcs HTTP/1.1" 200 20956
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:43 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/misc/progress.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:43 -0400] "GET /tutorial/zkau/web/_zv2013032614/js/zul.layout.wpd HTTP/1.1" 200 7525
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:43 -0400] "GET /tutorial/zkau/web/_zv2013032614/js/zul.wnd.wpd HTTP/1.1" 200 11576
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:43 -0400] "GET /tutorial/zkau/web/_zv2013032614/js/zul.box.wpd HTTP/1.1" 200 8064
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:44 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/colps-t.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:44 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/splt-h.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:44 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/splt-v.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:44 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/colps-l.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:12:57:44 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/colps-b.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:06:46 -0400] "GET / HTTP/1.1" 404 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:22:32 -0400] "GET /tutorial/ch3/index.zul HTTP/1.1" 500 3011
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:22:32 -0400] "GET /tutorial/zkau?dtid=z_jv6&cmd_0=rmDesktop&opt_0=i HTTP/1.1" 200 17
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:03 -0400] "GET /tutorial/ch3/index.zul HTTP/1.1" 200 1455
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:03 -0400] "GET /tutorial/style.css HTTP/1.1" 200 836
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:03 -0400] "GET /tutorial/zkau/web/439b83ff/js/zul.lang.wpd HTTP/1.1" 200 1393
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:03 -0400] "GET /tutorial/zkau/web/439b83ff/js/zk.wpd HTTP/1.1" 200 109591
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:03 -0400] "GET /tutorial/zkau/web/439b83ff/zul/css/zk.wcs HTTP/1.1" 200 20956
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:03 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/misc/progress.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:03 -0400] "GET /tutorial/zkau/web/_zv2013032614/js/zul.layout.wpd HTTP/1.1" 200 7525
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:03 -0400] "GET /tutorial/zkau/web/_zv2013032614/js/zul.box.wpd HTTP/1.1" 200 8064
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:03 -0400] "GET /tutorial/zkau/web/_zv2013032614/js/zul.grid.wpd HTTP/1.1" 200 5405
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:03 -0400] "GET /tutorial/zkau/web/_zv2013032614/js/zul.mesh.wpd HTTP/1.1" 200 18008
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:03 -0400] "GET /tutorial/zkau/web/_zv2013032614/js/zul.menu.wpd HTTP/1.1" 200 8598
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:03 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/splt-v.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:03 -0400] "GET /tutorial/imgs/site.png HTTP/1.1" 200 1539
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:03 -0400] "GET /tutorial/imgs/doc.png HTTP/1.1" 200 1290
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:03 -0400] "GET /tutorial/imgs/zklogo2.png HTTP/1.1" 200 3290
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:03 -0400] "GET /tutorial/imgs/demo.png HTTP/1.1" 200 3658
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:03 -0400] "GET /tutorial/images/logo.jpg HTTP/1.1" 200 29361
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:03 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/colps-t.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:03 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/grid/column-bg.png HTTP/1.1" 200 175
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:03 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/grid/head-bg.png HTTP/1.1" 200 178
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:03 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/colps-l.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:03 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/splt-h.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:03 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/splt/colps-b.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:29 -0400] "GET /tutorial/ch3/index.zul HTTP/1.1" 200 1461
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:29 -0400] "GET /tutorial/zkau?dtid=z_lv6&cmd_0=rmDesktop&opt_0=i HTTP/1.1" 200 17
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:29 -0400] "GET /tutorial/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:29 -0400] "GET /tutorial/zkau/web/439b83ff/js/zul.lang.wpd HTTP/1.1" 200 1393
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:29 -0400] "GET /tutorial/zkau/web/439b83ff/js/zk.wpd HTTP/1.1" 200 109591
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:29 -0400] "GET /tutorial/zkau/web/439b83ff/zul/css/zk.wcs HTTP/1.1" 200 20956
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:29 -0400] "GET /tutorial/zkau/web/439b83ff/zul/img/misc/progress.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1%0 - - [18/Jun/2013:13:23:29 -0400] "GET /tutorial/zkau/web/_zv2013032614/js/zul.grid.wpd HTTP/1.1" 200 5405
